ag_13,"['3', '4', '7', '8', '5']",ORG_MANAGEMENT
ag_15,"['11', '12', '13', '14']",CONTENT_CREATION
ag_12,"['1', '2']",SYSTEM_ADMINISTRATION
ag_14,"['6', '9', '10']",MEMBERSHIP_MANAGEMENT
ag_16,"['15', '16']",CONTENT_REVIEW
ag_17,"['19', '20', '21', '22', '23', '24', '25', '26']",PUBLIC
